date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
4/15/1988,Kuwait,Pakistan,3.0,0.0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,True
4/16/1988,Japan,Jordan,1.0,1.0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,True
4/18/1988,Japan,Pakistan,4.0,1.0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,True
4/18/1988,Malaysia,Kuwait,0.0,5.0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,False
5/25/1988,Nepal,Hong Kong,0.0,0.0,AFC Asian Cup qualification,Kathmandu,Nepal,False
5/26/1988,Syria,North Korea,2.0,1.0,AFC Asian Cup qualification,Kathmandu,Nepal,True
5/27/1988,Iran,Hong Kong,2.0,0.0,AFC Asian Cup qualification,Kathmandu,Nepal,True
5/28/1988,Nepal,North Korea,0.0,1.0,AFC Asian Cup qualification,Kathmandu,Nepal,False
5/29/1988,Syria,Iran,1.0,1.0,AFC Asian Cup qualification,Kathmandu,Nepal,True
5/31/1988,North Korea,Hong Kong,1.0,0.0,AFC Asian Cup qualification,Kathmandu,Nepal,True
6/1/1988,Nepal,Syria,0.0,3.0,AFC Asian Cup qualification,Kathmandu,Nepal,False
6/2/1988,Iran,North Korea,0.0,0.0,AFC Asian Cup qualification,Kathmandu,Nepal,True
6/3/1988,Syria,Hong Kong,2.0,0.0,AFC Asian Cup qualification,Kathmandu,Nepal,True
6/4/1988,Nepal,Iran,0.0,3.0,AFC Asian Cup qualification,Kathmandu,Nepal,False
6/17/1988,Bahrain,South Korea,2.0,0.0,AFC Asian Cup qualification,Jakarta,Indonesia,True
6/17/1988,Indonesia,Yemen DPR,1.0,0.0,AFC Asian Cup qualification,Jakarta,Indonesia,False
6/19/1988,Indonesia,Bahrain,0.0,0.0,AFC Asian Cup qualification,Jakarta,Indonesia,False
6/19/1988,South Korea,Yemen DPR,1.0,1.0,AFC Asian Cup qualification,Jakarta,Indonesia,True
6/22/1988,Bahrain,Yemen DPR,2.0,0.0,AFC Asian Cup qualification,Jakarta,Indonesia,True
6/22/1988,Indonesia,South Korea,0.0,4.0,AFC Asian Cup qualification,Jakarta,Indonesia,False
4/19/1992,Singapore,Malaysia,1.0,1.0,AFC Asian Cup qualification,Singapore,Singapore,False
4/20/1992,China PR,Indonesia,2.0,0.0,AFC Asian Cup qualification,Singapore,Singapore,True
4/22/1992,Singapore,Indonesia,1.0,2.0,AFC Asian Cup qualification,Singapore,Singapore,False
4/23/1992,China PR,Malaysia,4.0,0.0,AFC Asian Cup qualification,Singapore,Singapore,True
4/24/1992,Indonesia,Malaysia,1.0,1.0,AFC Asian Cup qualification,Singapore,Singapore,True
4/26/1992,Singapore,China PR,0.0,1.0,AFC Asian Cup qualification,Singapore,Singapore,False
5/11/1992,Iran,Pakistan,7.0,0.0,AFC Asian Cup qualification,Calcutta,India,True
5/15/1992,India,Iran,0.0,3.0,AFC Asian Cup qualification,Calcutta,India,False
5/29/1992,Qatar,Syria,4.0,2.0,AFC Asian Cup qualification,Doha,Qatar,False
5/31/1992,Qatar,Oman,4.0,0.0,AFC Asian Cup qualification,Doha,Qatar,False
6/3/1992,North Korea,Chinese Taipei,6.0,0.0,AFC Asian Cup qualification,P'yongyang,North Korea,False
6/3/1992,Macau,Hong Kong,2.0,2.0,AFC Asian Cup qualification,P'yongyang,North Korea,True
6/5/1992,Hong Kong,Chinese Taipei,0.0,0.0,AFC Asian Cup qualification,P'yongyang,North Korea,True
6/5/1992,North Korea,Macau,2.0,0.0,AFC Asian Cup qualification,P'yongyang,North Korea,False
6/7/1992,North Korea,Hong Kong,0.0,0.0,AFC Asian Cup qualification,P'yongyang,North Korea,False
6/7/1992,Macau,Chinese Taipei,2.0,0.0,AFC Asian Cup qualification,P'yongyang,North Korea,True
6/19/1992,South Korea,Bangladesh,6.0,0.0,AFC Asian Cup qualification,Bangkok,Thailand,True
6/21/1992,Thailand,South Korea,2.0,1.0,AFC Asian Cup qualification,Bangkok,Thailand,False
6/23/1992,Thailand,Bangladesh,1.0,0.0,AFC Asian Cup qualification,Bangkok,Thailand,False
1/24/1996,Saudi Arabia,Kyrgyzstan,3.0,0.0,AFC Asian Cup qualification,Riyadh,Saudi Arabia,False
1/26/1996,Yemen,Kyrgyzstan,1.0,0.0,AFC Asian Cup qualification,Riyadh,Saudi Arabia,True
1/28/1996,Saudi Arabia,Yemen,4.0,0.0,AFC Asian Cup qualification,Riyadh,Saudi Arabia,False
