,,,,,Playing Time,,,Performance,,,,,,,Per 90 Minutes,,,,,
Country,Player,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Netherlands,Donny van de Beek,MF,24,2,0,27,0.3,1,0,1,0,0,0,0,3.33,0,3.33,3.33,3.33,Matches
Netherlands,Ryan Babel,"FW,MF",35,2,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Netherlands,Devyne Rensch,DF,19,1,0,20,0.2,0,2,0,0,0,0,0,0,9,9,0,9,Matches
Netherlands,Calvin Stengs,"FW,MF",23,2,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Netherlands,Patrick van Aanholt,DF,31,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Netherlands,Nathan Aké,"DF,MF",26,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Netherlands,Squad Total,,27.5,10,110,900,10,33,25,29,4,6,13,0,3.3,2.5,5.8,2.9,5.4,
Netherlands,Opponent Total,,27.4,10,110,900,10,8,5,7,1,1,26,1,0.8,0.5,1.3,0.7,1.2,
Poland,Wojciech Szczęsny,GK,31,10,10,855,9.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Poland,Robert Lewandowski,FW,33,9,9,712,7.9,9,4,8,1,1,1,0,1.14,0.51,1.64,1.01,1.52,Matches
Poland,Jakub Moder,MF,22,9,8,578,6.4,1,0,1,0,0,1,0,0.16,0,0.16,0.16,0.16,Matches
Poland,Kamil Glik,DF,33,8,7,652,7.2,0,1,0,0,0,1,0,0,0.14,0.14,0,0.14,Matches
Poland,Jan Bednarek,DF,25,7,7,629,7,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Poland,Grzegorz Krychowiak,MF,32,8,7,624,6.9,1,1,1,0,0,2,0,0.14,0.14,0.29,0.14,0.29,Matches
Poland,Piotr Zieliński,"MF,FW",27,7,6,555,6.2,1,2,1,0,0,0,0,0.16,0.32,0.49,0.16,0.49,Matches
Poland,Bartosz Bereszyński,"DF,MF",29,8,6,477,5.3,0,1,0,0,0,1,0,0,0.19,0.19,0,0.19,Matches
Poland,Kamil Jóźwiak,MF,23,8,5,533,5.9,2,2,2,0,0,0,0,0.34,0.34,0.68,0.34,0.68,Matches
Poland,Karol Świderski,FW,25,9,4,396,4.4,5,1,5,0,0,1,0,1.14,0.23,1.36,1.14,1.36,Matches
Poland,Karol Linetty,MF,26,6,4,380,4.2,2,1,2,0,0,2,0,0.47,0.24,0.71,0.47,0.71,Matches
Poland,Maciej Rybus,"DF,MF",32,6,4,337,3.7,0,1,0,0,0,0,0,0,0.27,0.27,0,0.27,Matches
Poland,Tymoteusz Puchacz,DF,23,5,4,325,3.6,0,1,0,0,0,3,0,0,0.28,0.28,0,0.28,Matches
Poland,Michał Helik,DF,26,6,4,302,3.4,0,2,0,0,0,1,0,0,0.6,0.6,0,0.6,Matches
Poland,Paweł Dawidowicz,DF,26,5,3,360,4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Poland,Krzysztof Piątek,FW,26,6,3,333,3.7,2,0,2,0,0,0,0,0.54,0,0.54,0.54,0.54,Matches
Poland,Arkadiusz Milik,FW,27,5,3,289,3.2,1,1,1,0,0,1,0,0.31,0.31,0.62,0.31,0.62,Matches
Poland,Adam Buksa,FW,25,6,3,278,3.1,5,0,5,0,0,1,0,1.62,0,1.62,1.62,1.62,Matches
Poland,Tomasz Kędziora,DF,27,3,3,270,3,1,0,1,0,0,1,0,0.33,0,0.33,0.33,0.33,Matches
Poland,Przemysław Frankowski,MF,26,7,3,255,2.8,0,2,0,0,0,0,0,0,0.71,0.71,0,0.71,Matches
Poland,Mateusz Klich,MF,31,4,3,243,2.7,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Poland,Kamil Piątkowski,DF,21,2,2,180,2,0,1,0,0,0,0,0,0,0.5,0.5,0,0.5,Matches
Poland,Matty Cash,MF,24,3,2,163,1.8,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Poland,Sebastian Szymański,MF,22,2,2,148,1.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Poland,Przemysław Płacheta,DF,23,3,1,129,1.4,0,1,0,0,0,0,0,0,0.7,0.7,0,0.7,Matches
Poland,Damian Szymański,MF,26,3,1,118,1.3,1,1,1,0,0,1,0,0.76,0.76,1.53,0.76,1.53,Matches
Poland,Kacper Kozłowski,MF,18,2,1,108,1.2,0,1,0,0,0,0,0,0,0.83,0.83,0,0.83,Matches
Poland,Krystian Bielik,DF,24,1,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Poland,Robert Gumny,DF,23,1,1,90,1,0,1,0,0,0,0,0,0,1,1,0,1,Matches
Poland,Jakub Kamiński,MF,19,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Poland,Arkadiusz Reca,DF,26,2,1,83,0.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Poland,Łukasz Fabiański,GK,36,1,1,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Poland,Jacek Góralski,MF,29,1,1,45,0.5,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Poland,Łukasz Skorupski,GK,30,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Poland,Bartosz Slisz,MF,22,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Poland,Kamil Grosicki,MF,33,3,0,43,0.5,0,1,0,0,0,0,0,0,2.09,2.09,0,2.09,Matches
Poland,Radosław Majecki,GK,22,1,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Poland,Nicola Zalewski,FW,20,1,0,25,0.3,0,1,0,0,0,0,0,0,3.6,3.6,0,3.6,Matches
Poland,Rafał Augustyniak,MF,28,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Poland,Squad Total,,27.9,11,121,990,11,31,27,30,1,1,24,0,2.82,2.45,5.27,2.73,5.18,
Poland,Opponent Total,,27.6,11,121,990,11,11,7,10,1,1,31,2,1,0.64,1.64,0.91,1.55,
Portugal,Cristiano Ronaldo,FW,36,9,9,810,9,6,1,4,2,3,2,0,0.67,0.11,0.78,0.44,0.56,Matches
Portugal,Bernardo Silva,"FW,MF",27,9,9,728,8.1,1,4,1,0,0,0,0,0.12,0.49,0.62,0.12,0.62,Matches
Portugal,João Cancelo,DF,27,8,8,692,7.7,0,2,0,0,0,3,0,0,0.26,0.26,0,0.26,Matches
Portugal,Bruno Fernandes,MF,27,9,7,631,7,3,2,3,0,0,2,0,0.43,0.29,0.71,0.43,0.71,Matches
Portugal,Rúben Dias,DF,24,7,7,630,7,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Portugal,Diogo Jota,FW,25,7,7,545,6.1,5,2,5,0,0,2,0,0.83,0.33,1.16,0.83,1.16,Matches
Portugal,João Moutinho,MF,35,8,6,477,5.3,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Portugal,Nuno Mendes,DF,19,9,5,521,5.8,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Portugal,Rui Patrício,GK,33,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Portugal,Danilo Pereira,"DF,MF",30,5,5,449,5,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Portugal,Pepe,DF,38,5,5,441,4.9,0,0,0,0,0,2,1,0,0,0,0,0,Matches
Portugal,José Fonte,DF,38,5,4,368,4.1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Portugal,André Silva,FW,26,6,4,356,4,1,0,1,0,0,0,0,0.25,0,0.25,0.25,0.25,Matches
Portugal,João Palhinha,MF,26,8,4,333,3.7,2,0,2,0,0,1,0,0.54,0,0.54,0.54,0.54,Matches
Portugal,Anthony Lopes,GK,31,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Portugal,Raphaël Guerreiro,DF,28,3,3,218,2.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Portugal,Rúben Neves,MF,24,5,2,246,2.7,0,1,0,0,0,0,0,0,0.37,0.37,0,0.37,Matches
Portugal,Renato Sanches,MF,24,4,2,207,2.3,1,0,1,0,0,2,0,0.43,0,0.43,0.43,0.43,Matches
Portugal,Diogo Costa,GK,22,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Portugal,Diogo Dalot,DF,22,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Portugal,Otávio,"MF,FW",26,3,2,175,1.9,1,1,1,0,0,0,0,0.51,0.51,1.03,0.51,1.03,Matches
Portugal,Pedro Neto,MF,21,2,1,112,1.2,0,2,0,0,0,0,0,0,1.61,1.61,0,1.61,Matches
Portugal,João Félix,FW,22,7,1,110,1.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Portugal,Rafa Silva,FW,28,3,1,96,1.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Portugal,Domingos Duarte,DF,26,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Portugal,Nélson Semedo,DF,28,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Portugal,Cédric Soares,DF,30,1,1,90,1,0,1,0,0,0,0,0,0,1,1,0,1,Matches
Portugal,Gonçalo Guedes,FW,25,4,1,88,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Portugal,Sérgio Oliveira,MF,29,3,1,76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Portugal,Matheus Nunes,MF,23,4,1,74,0.8,1,0,1,0,0,0,0,1.22,0,1.22,1.22,1.22,Matches
Portugal,João Mário,MF,29,3,0,68,0.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Portugal,Rafael Leão,"FW,MF",22,4,0,63,0.7,0,1,0,0,0,0,0,0,1.43,1.43,0,1.43,Matches
Portugal,William Carvalho,MF,29,2,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Portugal,Vitinha,MF,21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Portugal,Squad Total,,28.9,10,110,900,10,21,17,19,2,3,21,1,2.1,1.7,3.8,1.9,3.6,
Portugal,Opponent Total,,27.1,10,110,900,10,7,7,7,0,1,26,2,0.7,0.7,1.4,0.7,1.4,
Qatar,Almoez Ali,FW,25,8,8,708,7.9,6,2,5,1,1,1,0,0.76,0.25,1.02,0.64,0.89,Matches
Qatar,Boualem Khoukhi,"DF,MF",31,8,8,703,7.8,1,1,1,0,0,1,0,0.13,0.13,0.26,0.13,0.26,Matches
Qatar,Hassan Al-Haydos,"MF,FW",31,8,8,648,7.2,2,0,1,1,2,1,0,0.28,0,0.28,0.14,0.14,Matches
Qatar,Saad Al Sheeb,GK,31,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Qatar,Abdelkarim Hassan,"DF,MF",28,7,7,611,6.8,1,1,1,0,0,1,0,0.15,0.15,0.29,0.15,0.29,Matches
Qatar,Abdulaziz Hatem,MF,31,7,7,584,6.5,2,1,2,0,0,0,0,0.31,0.15,0.46,0.31,0.46,Matches
Qatar,Karim Boudiaf,"MF,DF",31,7,6,481,5.3,1,0,1,0,0,0,0,0.19,0,0.19,0.19,0.19,Matches
Qatar,Yusuf Abdurisag,"FW,MF",22,7,6,427,4.7,1,2,1,0,0,0,0,0.21,0.42,0.63,0.21,0.63,Matches
Qatar,Bassam Al Rawi,DF,24,6,5,497,5.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Qatar,Tarek Salman,DF,24,5,5,450,5,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Qatar,Akram Afif,"FW,MF",25,6,4,386,4.3,4,3,3,1,1,1,0,0.93,0.7,1.63,0.7,1.4,Matches
Qatar,Ró-Ró,DF,31,4,4,360,4,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Qatar,Musaab Khidir,"DF,MF",29,5,4,315,3.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Qatar,Assim Madibo,MF,25,2,2,180,2,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Qatar,Mohammed Muntari,FW,28,3,2,161,1.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Qatar,Ahmed Alaaeldin,FW,29,5,1,121,1.3,0,1,0,0,0,0,0,0,0.74,0.74,0,0.74,Matches
Qatar,Salem Al Hajri,MF,25,3,1,120,1.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Qatar,Mohammed Waad,DF,22,2,1,104,1.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Qatar,Meshaal Barsham,GK,23,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Qatar,Fahad Al-Abdulrahman,DF,26,1,1,79,0.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Qatar,Ismail Mohamad,FW,31,4,0,98,1.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Qatar,Abdullah Abdulsalam,MF,24,3,0,80,0.9,0,1,0,0,0,0,0,0,1.13,1.13,0,1.13,Matches
Qatar,Homam Elamin,DF,22,3,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Qatar,Moayad Hassan,FW,30,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Qatar,Ahmed Fathy,MF,29,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Qatar,Ali Afif,"FW,MF",34,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Qatar,Squad Total,,28.2,8,88,720,8,18,12,15,3,4,9,0,2.25,1.5,3.75,1.87,3.38,
Qatar,Opponent Total,,27.6,8,88,720,8,1,0,1,0,1,8,1,0.12,0,0.12,0.12,0.12,
Saudi Arabia,Yasser Al-Shahrani,DF,29,15,15,"1,341",14.9,2,0,2,0,0,1,0,0.13,0,0.13,0.13,0.13,Matches
Saudi Arabia,Mohammed Al-Owais,GK,30,15,15,"1,328",14.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Saudi Arabia,Salman Al-Faraj,MF,32,14,14,"1,258",14,4,1,3,1,1,2,0,0.29,0.07,0.36,0.21,0.29,Matches
Saudi Arabia,Salem Al-Dawsari,"MF,FW",30,13,13,"1,168",13,7,1,4,3,3,2,0,0.54,0.08,0.62,0.31,0.39,Matches
Saudi Arabia,Fahad Al Muwallad,MF,27,13,13,"1,084",12,4,3,4,0,0,2,0,0.33,0.25,0.58,0.33,0.58,Matches
Saudi Arabia,Abdulellah Al-Malki,MF,27,13,12,983,10.9,0,1,0,0,0,4,0,0,0.09,0.09,0,0.09,Matches
Saudi Arabia,Mohamed Kanno,MF,27,11,10,953,10.6,0,1,0,0,0,0,0,0,0.09,0.09,0,0.09,Matches
Saudi Arabia,Abdulelah Al-Amri,DF,25,10,10,900,10,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Saudi Arabia,Abdullah Madu,DF,28,10,10,874,9.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Saudi Arabia,Sultan Al-Ghanam,DF,27,10,10,872,9.7,0,3,0,0,0,1,0,0,0.31,0.31,0,0.31,Matches
Saudi Arabia,Saleh Al-Shehri,FW,28,13,9,765,8.5,7,2,6,1,1,0,0,0.82,0.24,1.06,0.71,0.94,Matches
Saudi Arabia,Mohammed Al-Breik,DF,29,9,7,604,6.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Saudi Arabia,Abdullah Otayf,MF,29,7,7,526,5.8,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Saudi Arabia,Ali Al-Bulaihi,DF,32,10,6,559,6.2,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Saudi Arabia,Hattan Bahebri,"MF,FW",29,8,6,545,6.1,1,0,1,0,0,1,0,0.17,0,0.17,0.17,0.17,Matches
Saudi Arabia,Firas Al-Buraikan,FW,21,12,5,540,6,3,0,3,0,0,0,0,0.5,0,0.5,0.5,0.5,Matches
Saudi Arabia,Abdullah Al Hamdan,FW,22,8,4,321,3.6,1,2,1,0,1,0,0,0.28,0.56,0.84,0.28,0.84,Matches
Saudi Arabia,Sami Al-Najei,MF,24,9,3,325,3.6,2,0,2,0,0,0,0,0.55,0,0.55,0.55,0.55,Matches
Saudi Arabia,Ziyad Al-Sahafi,DF,27,5,3,274,3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Saudi Arabia,Hassan Al Tambakti,DF,22,4,3,260,2.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Saudi Arabia,Yahya Al-Shehri,"MF,FW",31,3,3,215,2.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Saudi Arabia,Abdulfattah Asiri,MF,27,3,2,224,2.5,2,0,2,0,0,0,0,0.8,0,0.8,0.8,0.8,Matches
Saudi Arabia,Mohammed Al-Khabrani,DF,28,3,2,190,2.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Saudi Arabia,Nasser Al-Dawsari,DF,23,3,2,185,2.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Saudi Arabia,Mohammed Al Yami,GK,24,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Saudi Arabia,Abdulrahman Ghareeb,MF,24,3,2,141,1.6,0,1,0,0,0,0,0,0,0.64,0.64,0,0.64,Matches
Saudi Arabia,Ali Al Hassan,MF,24,6,2,112,1.2,1,0,1,0,0,0,0,0.8,0,0.8,0.8,0.8,Matches
Saudi Arabia,Abdullah Al-Khaibari,MF,25,4,1,182,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Saudi Arabia,Saud Abdulhamid,DF,22,7,1,175,1.9,0,1,0,0,0,1,0,0,0.51,0.51,0,0.51,Matches
Saudi Arabia,Ahmed Sharahili,DF,27,2,1,115,1.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Saudi Arabia,Omar Hawsawi,DF,36,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Saudi Arabia,Abdullah Al-Mayouf,GK,35,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Saudi Arabia,Hamdan Al-Shamrani,DF,25,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Saudi Arabia,Ali Al Asmari,MF,25,3,1,50,0.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Saudi Arabia,Khaled Al-Sumairi,MF,25,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Saudi Arabia,Abdulaziz Al-Bishi,MF,27,5,0,92,1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Saudi Arabia,Khalid Al Ghannam,MF,21,2,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Saudi Arabia,Mohammed Al-Kwikbi,MF,27,3,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Saudi Arabia,Fawaz Al-Qarni,GK,29,1,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Saudi Arabia,Haroune Camara,FW,24,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Saudi Arabia,Nawaf Al Abed,"FW,MF",32,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Saudi Arabia,Aiman Salem,MF,20,2,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Saudi Arabia,Abdulrahman Al-Aboud,MF,26,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Saudi Arabia,Abdurahman Al-Dossari,MF,24,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Saudi Arabia,Squad Total,,28.2,18,198,"1,620",18,34,16,29,5,6,21,0,1.89,0.89,2.78,1.61,2.5,
Saudi Arabia,Opponent Total,,28.2,18,198,"1,620",18,10,3,8,2,2,29,1,0.56,0.17,0.72,0.44,0.61,
Senegal,Kalidou Koulibaly,DF,30,8,8,750,8.3,0,2,0,0,0,1,0,0,0.24,0.24,0,0.24,Matches
Senegal,Ismaila Sarr,"MF,FW",23,8,8,744,8.3,3,1,3,0,0,1,0,0.36,0.12,0.48,0.36,0.48,Matches
Senegal,Idrissa Gana Gueye,MF,32,8,8,711,7.9,1,0,1,0,0,1,0,0.13,0,0.13,0.13,0.13,Matches
Senegal,Saliou Ciss,DF,32,8,7,666,7.4,0,3,0,0,0,0,0,0,0.41,0.41,0,0.41,Matches
Senegal,Edouard Mendy,GK,29,7,7,660,7.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Senegal,Sadio Mané,"MF,FW",29,7,7,599,6.7,3,4,2,1,1,1,0,0.45,0.6,1.05,0.3,0.9,Matches
Senegal,Bouna Sarr,"DF,MF",30,6,6,517,5.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Senegal,Cheikhou Kouyaté,MF,32,6,5,449,5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Senegal,Abdou Diallo,DF,25,5,5,373,4.1,1,0,1,0,0,1,0,0.24,0,0.24,0.24,0.24,Matches
Senegal,Boulaye Dia,FW,25,5,4,354,3.9,2,1,2,0,0,0,0,0.51,0.25,0.76,0.51,0.76,Matches
Senegal,Famara Diedhiou,FW,29,5,4,304,3.4,4,0,4,0,0,0,0,1.18,0,1.18,1.18,1.18,Matches
Senegal,Pape Abou Cisse,DF,26,4,3,355,3.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Senegal,Nampalys Mendy,MF,29,6,3,300,3.3,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Senegal,Krepin Diatta,MF,22,4,3,244,2.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Senegal,Ibrahima Mbaye,DF,27,2,2,161,1.8,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Senegal,Habib Diallo,FW,26,4,1,129,1.4,1,1,1,0,0,0,0,0.7,0.7,1.4,0.7,1.4,Matches
Senegal,Youssouf Sabaly,DF,28,1,1,120,1.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Senegal,Keita Baldé,MF,26,2,1,108,1.2,1,0,1,0,0,0,0,0.83,0,0.83,0.83,0.83,Matches
Senegal,Joseph Lopy,MF,29,2,1,108,1.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Senegal,Pape Matar Sarr,FW,19,3,1,92,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Senegal,Alfred Gomis,GK,28,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Senegal,Fodé Ballo-Touré,DF,25,4,1,88,1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Senegal,Abdallah Sima,MF,20,2,1,69,0.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Senegal,Bamba Dieng,FW,21,6,0,160,1.8,0,1,0,0,0,1,0,0,0.56,0.56,0,0.56,Matches
Senegal,Pape Gueye,MF,23,3,0,74,0.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Senegal,El Hadji Moutarou Baldé,DF,28,2,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Senegal,Moustapha Name,MF,26,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Senegal,Abdoulaye Seck,DF,29,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Senegal,Squad Total,,28.5,8,88,750,8.3,16,13,15,1,1,9,0,1.92,1.56,3.48,1.8,3.36,
Senegal,Opponent Total,,27.7,8,88,750,8.3,3,1,2,1,1,20,0,0.36,0.12,0.48,0.24,0.36,
Serbia,Sergej Milinković-Savić,"MF,FW",26,7,7,630,7,1,2,1,0,0,0,0,0.14,0.29,0.43,0.14,0.43,Matches
Serbia,Dušan Tadić,"FW,MF",33,8,7,607,6.7,2,6,1,1,1,1,0,0.3,0.89,1.19,0.15,1.04,Matches
Serbia,Filip Kostić,MF,29,8,7,585,6.5,1,2,1,0,0,0,0,0.15,0.31,0.46,0.15,0.46,Matches
Serbia,Strahinja Pavlović,DF,20,7,7,585,6.5,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Serbia,Predrag Rajković,GK,26,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Serbia,Nemanja Gudelj,MF,30,7,6,488,5.4,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Serbia,Dušan Vlahović,FW,22,8,6,488,5.4,4,0,3,1,1,0,0,0.74,0,0.74,0.55,0.55,Matches
Serbia,Aleksandar Mitrović,FW,27,8,5,528,5.9,8,0,8,0,0,2,0,1.36,0,1.36,1.36,1.36,Matches
Serbia,Nikola Milenković,DF,24,5,5,449,5,1,0,1,0,0,1,1,0.2,0,0.2,0.2,0.2,Matches
Serbia,Saša Lukić,MF,25,5,4,360,4,0,1,0,0,0,0,0,0,0.25,0.25,0,0.25,Matches
Serbia,Stefan Mitrović,DF,31,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Serbia,Miloš Veljković,DF,26,5,4,342,3.8,0,1,0,0,0,0,0,0,0.26,0.26,0,0.26,Matches
Serbia,Matija Nastasić,DF,28,3,3,262,2.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Serbia,Darko Lazović,MF,31,5,3,226,2.5,0,1,0,0,0,0,0,0,0.4,0.4,0,0.4,Matches
Serbia,Filip Đuričić,"MF,FW",30,4,3,186,2.1,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Serbia,Marko Dmitrović,GK,30,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Serbia,Nemanja Radonjić,MF,25,7,1,255,2.8,0,2,0,0,0,1,0,0,0.71,0.71,0,0.71,Matches
Serbia,Uroš Spajić,DF,28,3,1,161,1.8,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Serbia,Nemanja Maksimović,MF,27,7,1,152,1.7,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Serbia,Luka Jović,FW,24,7,1,124,1.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Serbia,Andrija Živković,MF,25,2,1,95,1.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Serbia,Marko Grujić,MF,25,2,1,91,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Serbia,Milan Gajić,MF,26,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Serbia,Uroš Račić,MF,23,1,1,62,0.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Serbia,Filip Mladenović,MF,30,2,1,48,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Serbia,Mihailo Ristić,"DF,MF",26,2,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Serbia,Squad Total,,27.2,8,88,720,8,17,15,15,2,2,14,1,2.12,1.87,4,1.87,3.75,
Serbia,Opponent Total,,27.8,8,88,720,8,8,6,7,1,1,17,1,1,0.75,1.75,0.87,1.62,
Spain,Unai Simón,GK,24,8,8,703,7.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Spain,Ferrán Torres,FW,21,6,6,490,5.4,4,0,4,0,0,0,0,0.73,0,0.73,0.73,0.73,Matches
Spain,Álvaro Morata,FW,29,7,6,488,5.4,2,1,2,0,0,0,0,0.37,0.18,0.55,0.37,0.55,Matches
Spain,Sergio Busquets,MF,33,6,5,443,4.9,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Spain,Koke,MF,30,5,5,415,4.6,0,2,0,0,0,0,0,0,0.43,0.43,0,0.43,Matches
Spain,Eric García,DF,21,5,5,414,4.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Spain,Aymeric Laporte,DF,27,5,5,405,4.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
